# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                                                                 
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T20:29:22.272Z|108.36567  |+57.84378  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T20:30:28.800Z|108.36767  |+57.84436  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T20:31:35.328Z|108.36962  |+57.84478  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T20:32:41.856Z|108.37167  |+57.84522  |     |      |   UCAC4|11.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T20:33:48.384Z|108.37375  |+57.84569  |     |      |   UCAC4|11.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T20:34:54.048Z|108.37562  |+57.84619  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|160 |       |    |          |          |          |    |2019-01-01T20:36:58.464Z|108.37938  |+57.84603  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|160 |       |    |          |          |          |    |2019-01-01T20:42:49.248Z|108.38992  |+57.8485   |     |      |   UCAC4|13.4  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|160 |       |    |          |          |          |    |2019-01-01T20:48:40.896Z|108.40037  |+57.85111  |     |      |   UCAC4|13.3  |      |   R|        |      |      |    |      |K    |                                                                        
    46P|   0046P| CCD|213 |       |    |          |          |          |    |2019-01-01T20:58:12.864Z|108.42108  |+57.85456  |     |      |  USNOA2|11.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|213 |       |    |          |          |          |    |2019-01-01T21:02:51.072Z|108.42971  |+57.85647  |     |      |  USNOA2|11.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|213 |       |    |          |          |          |    |2019-01-01T21:03:36.864Z|108.43083  |+57.85683  |     |      |  USNOA2|11.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T21:24:45.216Z|108.46475  |+57.86694  |     |      |   UCAC4|11.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T21:25:51.744Z|108.46667  |+57.86739  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T21:26:58.272Z|108.46863  |+57.86783  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T21:28:03.936Z|108.47067  |+57.86833  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T21:29:11.328Z|108.47267  |+57.86878  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T21:30:16.992Z|108.47454  |+57.86919  |     |      |   UCAC4|11.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T21:31:24.384Z|108.47658  |+57.86967  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T21:32:30.912Z|108.4785   |+57.87011  |     |      |   UCAC4|11.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|K81 |       |    |          |          |          |    |2019-01-01T22:21:10.368Z|108.56458  |+57.88967  |     |      |   UCAC4|11.6  |      |   R|        |      |      |    |      |     |                                                                        
